required_level,item_level,quality,quality_label,inventory_type,inventory_label,subclass,subclass_label,slot_key,role,count,median_visible_budget,median_total_budget_with_sockets,median_target_budget,median_percent_over_under
60,88,4,Epic,16,Cloak,1,Cloth,cloak,caster,2,58.625,58.625,23.35,151.069
60,88,4,Epic,16,Cloak,1,Cloth,cloak,physical,1,47.05,47.05,23.35,101.497
60,88,4,Epic,20,Robe,1,Cloth,chest,caster,3,90.27,90.27,41.697,116.492
60,88,4,Epic,22,Off-hand Weapon,13,Fist,weapon_off_hand,generic,1,40.36,40.36,23.35,72.847
60,88,5,Legendary,13,One-hand Weapon,7,Sword,weapon_one_hand,physical,1,28.4,28.4,47.135,-39.748
60,88,5,Legendary,17,Two-hand Weapon,5,Two-hand Mace,weapon_two_hand,physical,1,20.04,20.04,84.844,-76.38
60,89,4,Epic,13,One-hand Weapon,7,Sword,weapon_one_hand,generic,6,9.38,9.38,42.242,-77.795
60,89,4,Epic,13,One-hand Weapon,7,Sword,weapon_one_hand,physical,2,26.715,26.715,42.242,-36.757
60,89,4,Epic,13,One-hand Weapon,15,Dagger,weapon_one_hand,physical,1,40.0,40.0,42.242,-5.308
60,89,4,Epic,17,Two-hand Weapon,5,Two-hand Mace,weapon_two_hand,generic,1,78.82,78.82,76.036,3.662
60,89,4,Epic,17,Two-hand Weapon,5,Two-hand Mace,weapon_two_hand,physical,3,50.82,50.82,76.036,-33.163
60,89,4,Epic,17,Two-hand Weapon,8,Two-hand Sword,weapon_two_hand,physical,1,78.16,78.16,76.036,2.794
60,89,4,Epic,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,187.46,187.46,76.036,146.542
60,89,4,Epic,21,Main-hand Weapon,4,Mace,weapon_main_hand,caster,1,149.72,149.72,42.242,254.433
60,89,4,Epic,26,Ranged,18,Crossbow,ranged,physical,1,26.0,26.0,42.242,-38.45
60,90,2,Uncommon,1,Head,1,Cloth,head,caster,1,28.0,28.0,31.626,-11.466
60,90,2,Uncommon,1,Head,2,Leather,head,physical,1,45.4,45.4,31.626,43.552
60,90,2,Uncommon,1,Head,3,Mail,head,generic,1,64.11,64.11,31.626,102.712
60,90,2,Uncommon,1,Head,4,Plate,head,physical,1,46.09,46.09,31.626,45.734
60,90,2,Uncommon,2,Neck,0,Misc,neck,caster,1,16.0,16.0,17.711,-9.659
60,90,2,Uncommon,2,Neck,0,Misc,neck,physical,2,25.71,25.71,17.711,45.167
60,90,2,Uncommon,3,Shoulder,1,Cloth,shoulder,caster,1,21.0,21.0,23.403,-10.269
60,90,2,Uncommon,3,Shoulder,2,Leather,shoulder,physical,1,34.05,34.05,23.403,45.492
60,90,2,Uncommon,3,Shoulder,4,Plate,shoulder,physical,1,34.4,34.4,23.403,46.987
60,90,2,Uncommon,5,Chest,2,Leather,chest,physical,1,45.4,45.4,31.626,43.552
60,90,2,Uncommon,5,Chest,4,Plate,chest,physical,1,46.09,46.09,31.626,45.734
60,90,2,Uncommon,6,Waist,1,Cloth,waist,generic,1,14.07,14.07,23.403,-39.881
60,90,2,Uncommon,6,Waist,2,Leather,waist,physical,1,34.05,34.05,23.403,45.492
60,90,2,Uncommon,6,Waist,4,Plate,waist,physical,1,34.4,34.4,23.403,46.987
60,90,2,Uncommon,7,Legs,1,Cloth,legs,caster,1,28.0,28.0,31.626,-11.466
60,90,2,Uncommon,7,Legs,2,Leather,legs,physical,1,45.4,45.4,31.626,43.552
60,90,2,Uncommon,7,Legs,4,Plate,legs,physical,1,46.09,46.09,31.626,45.734
60,90,2,Uncommon,8,Feet,1,Cloth,feet,caster,1,21.0,21.0,23.403,-10.269
60,90,2,Uncommon,8,Feet,2,Leather,feet,physical,1,34.05,34.05,23.403,45.492
60,90,2,Uncommon,8,Feet,4,Plate,feet,physical,1,34.4,34.4,23.403,46.987
60,90,2,Uncommon,9,Wrist,1,Cloth,wrist,caster,1,16.0,16.0,17.711,-9.659
60,90,2,Uncommon,9,Wrist,2,Leather,wrist,physical,1,25.37,25.37,17.711,43.247
60,90,2,Uncommon,9,Wrist,4,Plate,wrist,physical,1,26.05,26.05,17.711,47.086
60,90,2,Uncommon,10,Hands,1,Cloth,hands,caster,1,21.0,21.0,23.403,-10.269
60,90,2,Uncommon,10,Hands,2,Leather,hands,physical,1,34.05,34.05,23.403,45.492
60,90,2,Uncommon,10,Hands,4,Plate,hands,physical,1,34.4,34.4,23.403,46.987
60,90,2,Uncommon,11,Finger,0,Misc,finger,caster,1,16.0,16.0,17.711,-9.659
60,90,2,Uncommon,11,Finger,0,Misc,finger,physical,1,25.37,25.37,17.711,43.247
60,90,2,Uncommon,13,One-hand Weapon,15,Dagger,weapon_one_hand,physical,1,19.36,19.36,31.626,-38.785
60,90,2,Uncommon,15,Ranged,2,Bow,ranged,physical,1,14.02,14.02,31.626,-55.67
60,90,2,Uncommon,16,Cloak,1,Cloth,cloak,generic,1,10.72,10.72,17.711,-39.472
60,90,2,Uncommon,16,Cloak,1,Cloth,cloak,physical,2,25.71,25.71,17.711,45.167
60,90,2,Uncommon,17,Two-hand Weapon,1,Two-hand Axe,weapon_two_hand,physical,1,46.09,46.09,56.927,-19.037
60,90,2,Uncommon,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,46.09,46.09,56.927,-19.037
60,90,2,Uncommon,17,Two-hand Weapon,10,Staff,weapon_two_hand,physical,1,52.0,52.0,56.927,-8.655
60,90,2,Uncommon,20,Robe,1,Cloth,chest,caster,1,28.0,28.0,31.626,-11.466
60,90,2,Uncommon,21,Main-hand Weapon,4,Mace,weapon_main_hand,caster,1,22.36,22.36,31.626,-29.299
60,90,2,Uncommon,21,Main-hand Weapon,15,Dagger,weapon_main_hand,caster,1,22.36,22.36,31.626,-29.299
60,90,2,Uncommon,26,Ranged,3,Gun,ranged,physical,1,14.36,14.36,31.626,-54.595
60,90,2,Uncommon,26,Ranged,19,Wand,ranged,caster,1,9.0,9.0,31.626,-71.543
60,90,4,Epic,1,Head,1,Cloth,head,caster,1,87.72,87.72,42.788,105.009
60,90,4,Epic,1,Head,2,Leather,head,tank,1,89.75,89.75,42.788,109.753
60,90,4,Epic,1,Head,4,Plate,head,physical,1,52.77,52.77,42.788,23.328
60,90,4,Epic,2,Neck,0,Misc,neck,caster,1,46.53,46.53,23.962,94.186
60,90,4,Epic,2,Neck,0,Misc,neck,physical,1,36.38,36.38,23.962,51.827
60,90,4,Epic,3,Shoulder,1,Cloth,shoulder,caster,1,46.04,46.04,31.663,45.404
60,90,4,Epic,3,Shoulder,2,Leather,shoulder,physical,1,49.06,49.06,31.663,54.942
60,90,4,Epic,3,Shoulder,4,Plate,shoulder,physical,1,39.41,39.41,31.663,24.465
60,90,4,Epic,5,Chest,2,Leather,chest,tank,1,89.75,89.75,42.788,109.753
60,90,4,Epic,5,Chest,4,Plate,chest,physical,1,52.77,52.77,42.788,23.328
60,90,4,Epic,5,Chest,4,Plate,chest,tank,1,54.05,90.05,42.788,110.454
60,90,4,Epic,6,Waist,1,Cloth,waist,caster,1,46.04,46.04,31.663,45.404
60,90,4,Epic,6,Waist,2,Leather,waist,physical,1,49.06,49.06,31.663,54.942
60,90,4,Epic,6,Waist,4,Plate,waist,physical,1,39.41,39.41,31.663,24.465
60,90,4,Epic,7,Legs,1,Cloth,legs,caster,1,87.72,87.72,42.788,105.009
60,90,4,Epic,7,Legs,2,Leather,legs,physical,1,85.75,85.75,42.788,100.405
60,90,4,Epic,7,Legs,4,Plate,legs,tank,1,72.77,72.77,42.788,70.069
60,90,4,Epic,8,Feet,1,Cloth,feet,caster,1,46.04,46.04,31.663,45.404
60,90,4,Epic,8,Feet,2,Leather,feet,physical,1,49.06,49.06,31.663,54.942
60,90,4,Epic,8,Feet,4,Plate,feet,physical,1,39.41,39.41,31.663,24.465
60,90,4,Epic,9,Wrist,1,Cloth,wrist,caster,1,46.53,46.53,23.962,94.186
60,90,4,Epic,9,Wrist,2,Leather,wrist,physical,1,36.38,36.38,23.962,51.827
60,90,4,Epic,9,Wrist,4,Plate,wrist,physical,1,29.39,29.39,23.962,22.655
60,90,4,Epic,10,Hands,1,Cloth,hands,caster,1,46.04,46.04,31.663,45.404
60,90,4,Epic,10,Hands,2,Leather,hands,physical,1,49.06,49.06,31.663,54.942
60,90,4,Epic,10,Hands,4,Plate,hands,physical,2,53.415,53.415,31.663,68.696
60,90,4,Epic,11,Finger,0,Misc,finger,caster,1,46.53,46.53,23.962,94.186
60,90,4,Epic,11,Finger,0,Misc,finger,physical,1,36.38,36.38,23.962,51.827
60,90,4,Epic,13,One-hand Weapon,15,Dagger,weapon_one_hand,tank,1,39.7,39.7,42.788,-7.218
60,90,4,Epic,14,Shield,6,Shield,shield,tank,1,63.37,63.37,31.663,100.136
60,90,4,Epic,15,Ranged,2,Bow,ranged,physical,1,27.86,27.86,42.788,-34.889
60,90,4,Epic,16,Cloak,1,Cloth,cloak,caster,2,54.965,54.965,23.962,129.389
60,90,4,Epic,16,Cloak,1,Cloth,cloak,physical,3,36.38,36.38,23.962,51.827
60,90,4,Epic,17,Two-hand Weapon,1,Two-hand Axe,weapon_two_hand,tank,1,72.77,72.77,77.019,-5.517
60,90,4,Epic,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,77.72,77.72,77.019,0.91
60,90,4,Epic,20,Robe,1,Cloth,chest,caster,1,87.72,87.72,42.788,105.009
60,90,4,Epic,21,Main-hand Weapon,4,Mace,weapon_main_hand,generic,1,24.68,52.68,42.788,23.117
60,90,4,Epic,23,Held in Off-hand,0,Misc,held_in_off_hand,caster,2,58.655,58.655,23.962,144.788
60,90,4,Epic,26,Ranged,3,Gun,ranged,physical,1,16.7,16.7,42.788,-60.971
60,90,4,Epic,26,Ranged,19,Wand,ranged,caster,1,26.85,26.85,42.788,-37.249
60,90,5,Legendary,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,4,216.565,216.565,87.065,148.739
60,92,4,Epic,2,Neck,0,Misc,neck,caster,2,52.875,52.875,24.575,115.159
60,92,4,Epic,2,Neck,0,Misc,neck,generic,1,49.04,49.04,24.575,99.553
60,92,4,Epic,5,Chest,2,Leather,chest,caster,1,122.53,122.53,43.884,179.215
60,92,4,Epic,5,Chest,2,Leather,chest,physical,1,97.43,97.43,43.884,122.019
60,92,4,Epic,5,Chest,3,Mail,chest,caster,1,114.44,114.44,43.884,160.78
60,92,4,Epic,5,Chest,3,Mail,chest,physical,1,129.59,129.59,43.884,195.303
60,92,4,Epic,5,Chest,4,Plate,chest,caster,1,121.77,121.77,43.884,177.484
60,92,4,Epic,5,Chest,4,Plate,chest,tank,1,101.81,101.81,43.884,132.0
60,92,4,Epic,11,Finger,0,Misc,finger,caster,6,58.43,58.43,24.575,137.763
60,92,4,Epic,11,Finger,0,Misc,finger,physical,2,58.35,58.35,24.575,137.438
60,92,4,Epic,11,Finger,0,Misc,finger,tank,1,45.09,45.09,24.575,83.48
60,92,4,Epic,14,Shield,6,Shield,shield,tank,1,64.22,64.22,32.474,97.759
60,92,4,Epic,20,Robe,1,Cloth,chest,caster,3,105.95,105.95,43.884,141.434
60,92,4,Epic,26,Ranged,19,Wand,ranged,caster,1,27.76,27.76,43.884,-36.742
61,88,3,Rare,2,Neck,0,Misc,neck,physical,1,45.73,45.73,20.305,125.221
61,88,3,Rare,3,Shoulder,2,Leather,shoulder,physical,1,67.07,67.07,26.831,149.972
61,88,3,Rare,5,Chest,2,Leather,chest,physical,1,71.06,95.06,36.258,162.176
61,88,3,Rare,5,Chest,4,Plate,chest,tank,1,73.74,73.74,36.258,103.376
61,88,3,Rare,6,Waist,1,Cloth,waist,caster,1,57.76,73.76,26.831,174.906
61,88,3,Rare,6,Waist,3,Mail,waist,caster,2,56.165,64.165,26.831,139.145
61,88,3,Rare,7,Legs,2,Leather,legs,caster,1,83.55,107.55,36.258,196.624
61,88,3,Rare,9,Wrist,1,Cloth,wrist,caster,1,50.53,50.53,20.305,148.861
61,88,3,Rare,10,Hands,1,Cloth,hands,caster,1,52.46,68.46,26.831,155.153
61,88,3,Rare,10,Hands,4,Plate,hands,caster,1,67.72,67.72,26.831,152.395
61,88,3,Rare,10,Hands,4,Plate,hands,physical,1,52.73,68.73,26.831,156.159
61,88,3,Rare,13,One-hand Weapon,4,Mace,weapon_one_hand,generic,1,32.0,32.0,36.258,-11.744
61,88,3,Rare,16,Cloak,1,Cloth,cloak,caster,1,42.5,42.5,20.305,109.313
61,88,3,Rare,17,Two-hand Weapon,1,Two-hand Axe,weapon_two_hand,physical,1,64.79,64.79,65.264,-0.727
61,88,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,129.01,129.01,65.264,97.673
61,88,3,Rare,20,Robe,1,Cloth,chest,caster,1,71.22,95.22,36.258,162.618
61,88,3,Rare,21,Main-hand Weapon,4,Mace,weapon_main_hand,caster,1,80.9,80.9,36.258,123.123
61,88,3,Rare,21,Main-hand Weapon,15,Dagger,weapon_main_hand,caster,1,73.48,73.48,36.258,102.658
61,88,3,Rare,26,Ranged,3,Gun,ranged,physical,1,21.0,21.0,36.258,-42.082
61,90,2,Uncommon,6,Waist,4,Plate,waist,physical,1,41.1,41.1,23.403,75.616
61,90,2,Uncommon,10,Hands,4,Plate,hands,physical,1,38.07,38.07,23.403,62.669
61,91,3,Rare,3,Shoulder,2,Leather,shoulder,physical,1,75.06,75.06,27.886,169.172
61,93,2,Uncommon,6,Waist,1,Cloth,waist,caster,1,42.46,42.46,24.303,74.713
61,93,2,Uncommon,8,Feet,3,Mail,feet,physical,1,42.0,42.0,24.303,72.82
61,93,2,Uncommon,9,Wrist,1,Cloth,wrist,caster,1,32.42,32.42,18.391,76.279
61,93,2,Uncommon,10,Hands,2,Leather,hands,caster,1,48.76,48.76,24.303,100.636
61,93,2,Uncommon,10,Hands,3,Mail,hands,caster,1,55.78,55.78,24.303,129.521
61,93,2,Uncommon,10,Hands,3,Mail,hands,generic,1,50.08,50.08,24.303,106.067
61,93,2,Uncommon,11,Finger,0,Misc,finger,caster,1,32.34,32.34,18.391,75.844
61,93,2,Uncommon,11,Finger,0,Misc,finger,physical,1,24.0,24.0,18.391,30.497
61,93,2,Uncommon,13,One-hand Weapon,0,Axe,weapon_one_hand,generic,1,23.0,23.0,32.842,-29.967
61,93,2,Uncommon,17,Two-hand Weapon,10,Staff,weapon_two_hand,physical,1,61.5,61.5,59.115,4.035
61,93,2,Uncommon,21,Main-hand Weapon,4,Mace,weapon_main_hand,caster,1,24.94,24.94,32.842,-24.06
61,93,2,Uncommon,21,Main-hand Weapon,15,Dagger,weapon_main_hand,caster,1,25.8,25.8,32.842,-21.441
62,91,3,Rare,1,Head,2,Leather,head,physical,1,106.08,106.08,37.683,181.505
62,91,3,Rare,2,Neck,0,Misc,neck,physical,1,40.0,40.0,21.103,89.551
62,91,3,Rare,3,Shoulder,3,Mail,shoulder,physical,1,64.04,80.04,27.886,187.031
62,91,3,Rare,5,Chest,2,Leather,chest,physical,1,59.1,83.1,37.683,120.523
62,91,3,Rare,5,Chest,3,Mail,chest,caster,1,58.52,82.52,37.683,118.984
62,91,3,Rare,5,Chest,4,Plate,chest,physical,1,62.41,86.41,37.683,129.307
62,91,3,Rare,6,Waist,3,Mail,waist,generic,1,70.07,70.07,27.886,151.277
62,91,3,Rare,7,Legs,1,Cloth,legs,caster,1,98.44,98.44,37.683,161.231
62,91,3,Rare,7,Legs,4,Plate,legs,caster,1,97.09,97.09,37.683,157.648
62,91,3,Rare,10,Hands,1,Cloth,hands,caster,2,65.28,65.28,27.886,134.1
62,91,3,Rare,10,Hands,2,Leather,hands,physical,1,50.06,66.06,27.886,136.897
62,91,3,Rare,13,One-hand Weapon,15,Dagger,weapon_one_hand,generic,1,33.72,33.72,37.683,-10.517
62,91,3,Rare,13,One-hand Weapon,15,Dagger,weapon_one_hand,physical,1,34.04,34.04,37.683,-9.668
62,91,3,Rare,14,Shield,6,Shield,shield,tank,1,31.08,31.08,27.886,11.456
62,91,3,Rare,15,Ranged,2,Bow,ranged,generic,2,24.69,24.69,37.683,-34.48
62,91,3,Rare,16,Cloak,1,Cloth,cloak,caster,1,52.39,52.39,21.103,148.264
62,91,3,Rare,16,Cloak,1,Cloth,cloak,physical,1,37.0,37.0,21.103,75.334
62,91,3,Rare,16,Cloak,1,Cloth,cloak,tank,1,30.74,30.74,21.103,45.67
62,91,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,physical,1,68.17,68.17,67.83,0.502
62,91,3,Rare,21,Main-hand Weapon,4,Mace,weapon_main_hand,caster,2,82.37,82.37,37.683,118.586
62,91,3,Rare,21,Main-hand Weapon,7,Sword,weapon_main_hand,caster,1,82.21,82.21,37.683,118.161
62,91,3,Rare,25,Thrown,16,Thrown,ranged,generic,2,24.69,24.69,37.683,-34.48
62,91,3,Rare,26,Ranged,18,Crossbow,ranged,physical,1,23.0,23.0,37.683,-38.965
62,91,3,Rare,26,Ranged,19,Wand,ranged,caster,4,26.95,26.95,37.683,-28.483
62,96,2,Uncommon,7,Legs,2,Leather,legs,physical,1,68.78,68.78,34.063,101.921
62,96,2,Uncommon,7,Legs,4,Plate,legs,physical,1,56.11,56.11,34.063,64.725
62,96,2,Uncommon,8,Feet,4,Plate,feet,physical,1,43.1,43.1,25.206,70.988
62,96,2,Uncommon,9,Wrist,3,Mail,wrist,generic,1,38.73,38.73,19.075,103.039
62,96,2,Uncommon,13,One-hand Weapon,4,Mace,weapon_one_hand,caster,1,27.0,27.0,34.063,-20.735
62,96,2,Uncommon,17,Two-hand Weapon,10,Staff,weapon_two_hand,physical,1,71.0,71.0,61.313,15.799
62,96,2,Uncommon,21,Main-hand Weapon,4,Mace,weapon_main_hand,caster,1,29.24,29.24,34.063,-14.159
62,96,2,Uncommon,21,Main-hand Weapon,15,Dagger,weapon_main_hand,caster,1,29.24,29.24,34.063,-14.159
62,108,2,Uncommon,8,Feet,1,Cloth,feet,caster,1,49.34,49.34,28.863,70.947
62,127,4,Epic,1,Head,1,Cloth,head,caster,2,122.3,142.3,63.58,123.812
62,127,4,Epic,1,Head,2,Leather,head,caster,2,120.475,140.475,63.58,120.942
62,127,4,Epic,1,Head,2,Leather,head,physical,1,115.76,135.76,63.58,113.526
62,127,4,Epic,1,Head,3,Mail,head,caster,2,120.55,140.55,63.58,121.06
62,127,4,Epic,1,Head,3,Mail,head,physical,1,117.76,137.76,63.58,116.671
62,127,4,Epic,1,Head,4,Plate,head,caster,1,117.87,137.87,63.58,116.844
62,127,4,Epic,1,Head,4,Plate,head,physical,1,117.76,137.76,63.58,116.671
62,127,4,Epic,1,Head,4,Plate,head,tank,1,117.89,137.89,63.58,116.876
63,94,3,Rare,2,Neck,0,Misc,neck,caster,2,42.99,42.99,21.905,96.261
63,94,3,Rare,2,Neck,0,Misc,neck,generic,1,40.1,40.1,21.905,83.067
63,94,3,Rare,3,Shoulder,4,Plate,shoulder,caster,1,53.07,69.07,28.945,138.623
63,94,3,Rare,3,Shoulder,4,Plate,shoulder,tank,1,48.74,64.74,28.945,123.663
63,94,3,Rare,5,Chest,2,Leather,chest,caster,1,79.45,103.45,39.115,164.475
63,94,3,Rare,5,Chest,3,Mail,chest,generic,1,72.72,96.72,39.115,147.269
63,94,3,Rare,5,Chest,4,Plate,chest,physical,1,78.73,78.73,39.115,101.277
63,94,3,Rare,6,Waist,4,Plate,waist,caster,1,57.56,73.56,28.945,154.135
63,94,3,Rare,6,Waist,4,Plate,waist,physical,1,60.06,60.06,28.945,107.495
63,94,3,Rare,7,Legs,2,Leather,legs,tank,1,73.08,97.08,39.115,148.19
63,94,3,Rare,7,Legs,4,Plate,legs,physical,1,61.11,85.11,39.115,117.588
63,94,3,Rare,8,Feet,3,Mail,feet,caster,1,69.56,69.56,28.945,140.315
63,94,3,Rare,9,Wrist,2,Leather,wrist,physical,1,37.06,37.06,21.905,69.189
63,94,3,Rare,9,Wrist,3,Mail,wrist,physical,1,45.06,45.06,21.905,105.711
63,94,3,Rare,10,Hands,1,Cloth,hands,caster,1,62.14,78.14,28.945,169.957
63,94,3,Rare,10,Hands,2,Leather,hands,caster,1,57.2,73.2,28.945,152.891
63,94,3,Rare,13,One-hand Weapon,0,Axe,weapon_one_hand,physical,1,40.05,40.05,39.115,2.39
63,94,3,Rare,13,One-hand Weapon,7,Sword,weapon_one_hand,physical,1,36.06,36.06,39.115,-7.811
63,94,3,Rare,13,One-hand Weapon,15,Dagger,weapon_one_hand,generic,1,35.72,35.72,39.115,-8.68
63,94,3,Rare,16,Cloak,1,Cloth,cloak,caster,1,51.52,51.52,21.905,135.202
63,94,3,Rare,16,Cloak,1,Cloth,cloak,tank,1,43.71,43.71,21.905,99.548
63,94,3,Rare,17,Two-hand Weapon,5,Two-hand Mace,weapon_two_hand,physical,1,61.07,85.07,70.407,20.825
63,94,3,Rare,20,Robe,1,Cloth,chest,caster,1,65.14,89.14,39.115,127.891
63,94,3,Rare,21,Main-hand Weapon,15,Dagger,weapon_main_hand,caster,2,86.84,86.84,39.115,122.01
63,94,3,Rare,25,Thrown,16,Thrown,ranged,physical,1,23.0,23.0,39.115,-41.199
63,99,2,Uncommon,5,Chest,3,Mail,chest,generic,1,72.12,72.12,35.29,104.365
63,99,2,Uncommon,7,Legs,2,Leather,legs,caster,1,70.1,70.1,35.29,98.641
63,99,2,Uncommon,7,Legs,3,Mail,legs,physical,1,61.0,61.0,35.29,72.855
63,99,2,Uncommon,8,Feet,2,Leather,feet,physical,1,53.09,53.09,26.114,103.298
63,99,2,Uncommon,10,Hands,1,Cloth,hands,caster,1,44.18,44.18,26.114,69.179
63,99,2,Uncommon,11,Finger,0,Misc,finger,caster,1,25.8,25.8,19.762,30.552
63,99,2,Uncommon,17,Two-hand Weapon,8,Two-hand Sword,weapon_two_hand,physical,1,61.0,61.0,63.522,-3.97
63,99,2,Uncommon,17,Two-hand Weapon,10,Staff,weapon_two_hand,physical,1,89.0,89.0,63.522,40.11
63,99,2,Uncommon,21,Main-hand Weapon,4,Mace,weapon_main_hand,caster,1,36.12,36.12,35.29,2.353
63,99,2,Uncommon,21,Main-hand Weapon,15,Dagger,weapon_main_hand,caster,1,36.12,36.12,35.29,2.353
63,99,2,Uncommon,26,Ranged,3,Gun,ranged,generic,1,9.38,9.38,35.29,-73.42
64,97,3,Rare,1,Head,3,Mail,head,caster,1,75.24,99.24,40.554,144.709
64,97,3,Rare,2,Neck,0,Misc,neck,caster,2,48.04,48.04,22.71,111.533
64,97,3,Rare,3,Shoulder,3,Mail,shoulder,caster,1,82.98,82.98,30.01,176.506
64,97,3,Rare,8,Feet,1,Cloth,feet,caster,1,83.09,83.09,30.01,176.873
64,97,3,Rare,8,Feet,2,Leather,feet,physical,1,73.07,73.07,30.01,143.484
64,97,3,Rare,8,Feet,3,Mail,feet,physical,2,69.535,69.535,30.01,131.705
64,97,3,Rare,9,Wrist,4,Plate,wrist,physical,1,44.71,44.71,22.71,96.87
64,97,3,Rare,10,Hands,4,Plate,hands,caster,1,65.06,81.06,30.01,170.108
64,97,3,Rare,10,Hands,4,Plate,hands,physical,1,61.0,61.0,30.01,103.264
64,97,3,Rare,11,Finger,0,Misc,finger,caster,1,39.08,39.08,22.71,72.08
64,97,3,Rare,11,Finger,0,Misc,finger,physical,1,53.05,53.05,22.71,133.593
64,97,3,Rare,13,One-hand Weapon,7,Sword,weapon_one_hand,physical,1,36.72,36.72,40.554,-9.455
64,97,3,Rare,13,One-hand Weapon,15,Dagger,weapon_one_hand,physical,1,11.0,11.0,40.554,-72.876
64,97,3,Rare,14,Shield,6,Shield,shield,tank,1,63.28,63.28,30.01,110.862
64,97,3,Rare,15,Ranged,2,Bow,ranged,generic,1,22.71,22.71,40.554,-44.001
64,97,3,Rare,16,Cloak,1,Cloth,cloak,caster,1,54.89,54.89,22.71,141.695
64,97,3,Rare,16,Cloak,1,Cloth,cloak,generic,1,20.1,20.1,22.71,-11.494
64,97,3,Rare,17,Two-hand Weapon,8,Two-hand Sword,weapon_two_hand,physical,1,85.11,85.11,72.998,16.593
64,97,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,141.4,141.4,72.998,93.705
64,97,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,physical,1,172.13,172.13,72.998,135.802
64,97,3,Rare,21,Main-hand Weapon,13,Fist,weapon_main_hand,physical,1,35.71,35.71,40.554,-11.945
64,97,3,Rare,26,Ranged,19,Wand,ranged,caster,1,31.49,31.49,40.554,-22.351
64,102,2,Uncommon,5,Chest,3,Mail,chest,caster,1,81.56,81.56,36.522,123.315
64,102,2,Uncommon,5,Chest,4,Plate,chest,physical,1,62.82,62.82,36.522,72.004
64,102,2,Uncommon,7,Legs,1,Cloth,legs,caster,1,61.97,61.97,36.522,69.677
64,102,2,Uncommon,17,Two-hand Weapon,5,Two-hand Mace,weapon_two_hand,physical,1,47.0,47.0,65.74,-28.506
64,102,2,Uncommon,17,Two-hand Weapon,10,Staff,weapon_two_hand,physical,1,107.0,107.0,65.74,62.762
64,102,2,Uncommon,21,Main-hand Weapon,4,Mace,weapon_main_hand,caster,1,43.0,43.0,36.522,17.736
64,102,2,Uncommon,21,Main-hand Weapon,15,Dagger,weapon_main_hand,caster,1,43.0,43.0,36.522,17.736
65,100,3,Rare,1,Head,1,Cloth,head,caster,1,96.84,96.84,42.0,130.571
65,100,3,Rare,1,Head,2,Leather,head,caster,1,93.42,117.42,42.0,179.571
65,100,3,Rare,1,Head,2,Leather,head,physical,1,99.1,99.1,42.0,135.952
65,100,3,Rare,1,Head,3,Mail,head,caster,1,105.0,105.0,42.0,150.0
65,100,3,Rare,1,Head,3,Mail,head,physical,1,74.74,98.74,42.0,135.095
65,100,3,Rare,1,Head,4,Plate,head,physical,1,78.73,102.73,42.0,144.595
65,100,3,Rare,2,Neck,0,Misc,neck,physical,1,34.4,50.4,23.52,114.286
65,100,3,Rare,5,Chest,2,Leather,chest,caster,1,106.63,106.63,42.0,153.881
65,100,3,Rare,5,Chest,2,Leather,chest,physical,1,95.09,95.09,42.0,126.405
65,100,3,Rare,5,Chest,3,Mail,chest,caster,2,101.06,113.06,42.0,169.19
65,100,3,Rare,5,Chest,4,Plate,chest,physical,1,76.12,100.12,42.0,138.381
65,100,3,Rare,6,Waist,4,Plate,waist,caster,1,73.08,73.08,31.08,135.135
65,100,3,Rare,7,Legs,2,Leather,legs,tank,1,97.76,97.76,42.0,132.762
65,100,3,Rare,8,Feet,1,Cloth,feet,caster,2,61.96,69.96,31.08,125.097
65,100,3,Rare,11,Finger,0,Misc,finger,caster,1,43.61,43.61,23.52,85.417
65,100,3,Rare,11,Finger,0,Misc,finger,physical,1,50.08,50.08,23.52,112.925
65,100,3,Rare,13,One-hand Weapon,0,Axe,weapon_one_hand,physical,1,24.0,24.0,42.0,-42.857
65,100,3,Rare,13,One-hand Weapon,4,Mace,weapon_one_hand,physical,1,24.0,24.0,42.0,-42.857
65,100,3,Rare,13,One-hand Weapon,7,Sword,weapon_one_hand,generic,1,24.0,24.0,42.0,-42.857
65,100,3,Rare,13,One-hand Weapon,7,Sword,weapon_one_hand,physical,1,30.75,30.75,42.0,-26.786
65,100,3,Rare,14,Shield,6,Shield,shield,tank,1,50.08,50.08,31.08,61.133
65,100,3,Rare,17,Two-hand Weapon,1,Two-hand Axe,weapon_two_hand,physical,1,75.0,75.0,75.6,-0.794
65,100,3,Rare,17,Two-hand Weapon,5,Two-hand Mace,weapon_two_hand,physical,1,75.2,75.2,75.6,-0.529
65,100,3,Rare,17,Two-hand Weapon,8,Two-hand Sword,weapon_two_hand,physical,1,75.0,75.0,75.6,-0.794
65,100,3,Rare,17,Two-hand Weapon,10,Staff,weapon_two_hand,caster,1,151.47,151.47,75.6,100.357
