entry,name,class,subclass,subclass_label,inventory_type,inventory_label,slot_key,role,quality,quality_label,origin_expansion,origin_label,origin_source,present_in_vanilla,present_in_tbc,present_in_wrath,pvp_family,required_level,item_level,expansion_band,ilvl_band,old_armor,new_armor,armor_peer_median,armor_sample_count,armor_peer_window,armor_classification,armor_change_percent,old_damage_min,old_damage_max,new_damage_min,new_damage_max,weapon_damage_peer_median_dps,weapon_damage_sample_count,weapon_damage_peer_window,weapon_damage_change_percent,old_dps,new_dps,old_stat_list,new_stat_list,old_weighted_budget,new_weighted_budget,special_weapon_budget,special_weapon_stat_list,socket_budget,target_budget,target_visible_budget,target_visible_budget_unclamped,target_source,target_sample_count,peer_group,peer_window,peer_p10,peer_p25,peer_p75,peer_p90,peer_outlier,sql_blocked,sql_block_reasons,percent_over_under_before,percent_over_under_after,action,skip_reasons,warnings,special_effect_flags
1988,Chief Brigadier Gauntlets,4,3,Mail,10,Hands,hands,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,139,139,133.0,19,within 10 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+12 Attack Power, +6 Stamina, +5 Spirit","+10 Attack Power, +5 Stamina, +4 Spirit",15.02,12.35,0.0,,0.0,11.0,12.016,11.0,peer_+/-10_ilvl,11,origin=0;quality=2;slot=hands;armor=3;weapon=none;pvp=none;role=physical,+/-10_ilvl,10.0,10.015,13.184999999999999,15.0,True,True,peer target requires 26.8% visible budget change,36.54545454545454,12.27272727272727,report-only,,SQL blocked: peer target requires 26.8% visible budget change; visible stat target clamped to +/-20% safety cap; armor unchanged: within +/-15% peer tolerance from 19 sample(s),
3837,Golden Scale Coif,4,3,Mail,1,Head,head,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,181,181,176.0,13,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+20 Attack Power, +10 Spirit","+20 Attack Power, +10 Spirit",20.0,20.0,0.0,,0.0,20.0,20.0,20.0,no_peer_skip,0,origin=0;quality=2;slot=head;armor=3;weapon=none;pvp=none;role=healer,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 13 sample(s),
4043,Aurora Bracers,4,1,Cloth,9,Wrist,wrist,caster,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,22,22,22.0,13,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+8 Intellect, +2 Stamina","+8 Intellect, +2 Stamina",9.34,9.34,0.0,,0.0,9.51,9.34,9.34,peer_+/-5_ilvl,8,origin=0;quality=2;slot=wrist;armor=1;weapon=none;pvp=none;role=caster,+/-5_ilvl,8.373,8.925,10.1775,10.776,False,False,,-1.787592008412197,-1.787592008412197,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 13 sample(s),
4727,Chief Brigadier Girdle,4,3,Mail,6,Waist,waist,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,125,125,119.0,8,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+20 Attack Power, +3 Stamina","+20 Attack Power, +3 Stamina",12.01,12.01,0.0,,0.0,11.855,12.01,12.01,peer_+/-5_ilvl,8,origin=0;quality=2;slot=waist;armor=3;weapon=none;pvp=none;role=physical,+/-5_ilvl,9.417,10.77,13.0225,14.421999999999999,False,False,,1.3074652045550346,1.3074652045550346,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 8 sample(s),
5624,Circlet of the Order,4,1,Cloth,1,Head,head,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,41,41,42.0,23,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+7 Stamina, +3 Intellect, +10 Spirit","+7 Stamina, +3 Intellect, +10 Spirit",17.69,17.69,0.0,,0.0,17.37,17.69,17.69,peer_+/-5_ilvl,11,origin=0;quality=2;slot=head;armor=1;weapon=none;pvp=none;role=healer,+/-5_ilvl,16.0,17.0,20.009999999999998,23.02,False,False,,1.8422567645365588,1.8422567645365588,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 23 sample(s),
5783,Murloc Scale Bracers,4,2,Leather,9,Wrist,wrist,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,47,47,46.0,11,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+6 Stamina, +10 Attack Power","+6 Stamina, +10 Attack Power",9.02,9.02,0.0,,0.0,8.68,9.02,9.02,peer_+/-10_ilvl,11,origin=0;quality=2;slot=wrist;armor=2;weapon=none;pvp=none;role=physical,+/-10_ilvl,6.34,7.17,10.34,11.35,False,False,,3.917050691244238,3.917050691244238,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 11 sample(s),
6416,Aurora Boots,4,1,Cloth,8,Feet,feet,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,35,35,35.0,15,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+10 Spirit, +3 Stamina","+10 Spirit, +3 Stamina",12.01,12.01,0.0,,0.0,13.0,12.01,12.01,peer_+/-5_ilvl,13,origin=0;quality=2;slot=feet;armor=1;weapon=none;pvp=none;role=healer,+/-5_ilvl,11.07,12.0,15.0,16.602,False,False,,-7.615384615384617,-7.615384615384617,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 15 sample(s),
6419,Glyphed Mitts,4,2,Leather,10,Hands,hands,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,66,66,66.0,19,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+16 Attack Power, +7 Agility","+16 Attack Power, +7 Agility",15.0,15.0,0.0,,0.0,14.0,15.0,15.0,peer_+/-5_ilvl,11,origin=0;quality=2;slot=hands;armor=2;weapon=none;pvp=none;role=physical,+/-5_ilvl,11.690000000000001,12.845,14.515,16.0,False,False,,7.142857142857142,7.142857142857142,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 19 sample(s),
6421,Glyphed Belt,4,2,Leather,6,Waist,waist,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,60,60,58.0,15,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+6 Agility, +6 Stamina, +5 Spirit","+6 Agility, +6 Stamina, +5 Spirit",15.02,15.02,0.0,,0.0,13.18,15.02,15.02,peer_+/-5_ilvl,10,origin=0;quality=2;slot=waist;armor=2;weapon=none;pvp=none;role=physical,+/-5_ilvl,10.317,11.0875,13.934999999999999,14.229000000000001,False,False,,13.960546282245826,13.960546282245826,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 15 sample(s),
6732,Gnomish Mechanic's Gloves,4,2,Leather,10,Hands,hands,caster,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,0,38,classic_leveling,030-039,66,66,66.0,19,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+16 Attack Power, +7 Intellect","+16 Attack Power, +7 Intellect",15.0,15.0,0.0,,0.0,15.0,15.0,15.0,no_peer_skip,0,origin=0;quality=2;slot=hands;armor=2;weapon=none;pvp=none;role=caster,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 19 sample(s),
6757,Jaina's Signet Ring,4,0,Misc,11,Finger,finger,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,0,38,classic_leveling,030-039,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+3 Strength, +7 Stamina","+3 Strength, +7 Stamina",7.69,7.69,0.0,,0.0,7.69,7.69,7.69,no_peer_skip,0,origin=0;quality=2;slot=finger;armor=0;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples,
6828,Visionary Buckler,4,6,Shield,14,Shield,shield,tank,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,0,38,classic_leveling,030-039,711,711,728.0,25,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+4 Stamina, +7 Spirit","+4 Stamina, +7 Spirit",9.68,9.68,0.0,,0.0,9.175,9.68,9.68,peer_+/-5_ilvl,24,origin=0;quality=2;slot=shield;armor=shield;weapon=shield;pvp=none;role=tank,+/-5_ilvl,6.03,6.94,10.01,11.007,False,False,,5.50408719346048,5.50408719346048,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 25 sample(s),
6900,Enchanted Gold Bloodrobe,4,1,Cloth,20,Robe,chest,caster,3,Rare,0,vanilla,origin_manifest,True,True,True,none,0,38,classic_leveling,030-039,55,55,0.0,0,,insufficient_samples,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+10 Stamina, +17 Intellect","+10 Stamina, +17 Intellect",23.7,23.7,0.0,,0.0,23.7,23.7,23.7,no_peer_skip,0,origin=0;quality=3;slot=chest;armor=1;weapon=none;pvp=none;role=caster,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: not enough comparable armor samples,
7054,Robe of Power,4,1,Cloth,20,Robe,chest,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,55,55,0.0,0,,insufficient_samples,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+12 Intellect, +8 Spirit, +14 Spell Power","+12 Intellect, +8 Spirit, +14 Spell Power",32.04,32.04,0.0,,0.0,32.04,32.04,32.04,no_peer_skip,0,origin=0;quality=3;slot=chest;armor=1;weapon=none;pvp=none;role=healer,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: not enough comparable armor samples,
7059,Crimson Silk Shoulders,4,1,Cloth,3,Shoulder,shoulder,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,38,38,36.0,15,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+8 Intellect, +7 Spirit","+8 Intellect, +7 Spirit",15.0,15.0,0.0,,0.0,13.18,15.0,15.0,peer_+/-5_ilvl,10,origin=0;quality=2;slot=shoulder;armor=1;weapon=none;pvp=none;role=healer,+/-5_ilvl,10.969,12.25,14.75,15.1,False,False,,13.808801213960548,13.808801213960548,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 15 sample(s),
7060,Azure Shoulders,4,1,Cloth,3,Shoulder,shoulder,generic,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,38,38,36.0,15,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,+5 Stamina,+5 Stamina,3.35,3.35,0.0,,0.0,3.35,3.35,3.35,no_peer_skip,0,origin=0;quality=2;slot=shoulder;armor=1;weapon=none;pvp=none;role=generic,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples; special-effect/itemset rows require --allow-special-effects,0.0,0.0,unchanged,,spell payload detected and left unchanged; SQL blocked: special-effect/itemset rows require --allow-special-effects; normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 15 sample(s),spell_payload
7386,Green Whelp Bracers,4,2,Leather,9,Wrist,wrist,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,47,47,46.0,11,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,+8 Spirit,+8 Spirit,8.0,8.0,0.0,,0.0,8.0,8.0,8.0,no_peer_skip,0,origin=0;quality=2;slot=wrist;armor=2;weapon=none;pvp=none;role=healer,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 11 sample(s),
7685,Orb of the Forgotten Seer,4,0,Misc,23,Held in Off-hand,held_in_off_hand,caster,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,+12 Spell Power,+12 Spell Power,10.32,10.32,0.0,,0.0,10.32,10.32,10.32,no_peer_skip,0,origin=0;quality=3;slot=held_in_off_hand;armor=0;weapon=none;pvp=none;role=caster,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples,
7711,Robe of Doan,4,1,Cloth,20,Robe,chest,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,50,50,52.5,14,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+4 Stamina, +13 Spirit","+4 Stamina, +13 Spirit",15.68,15.68,0.0,,0.0,18.009999999999998,15.68,15.68,peer_+/-5_ilvl,16,origin=0;quality=2;slot=chest;armor=1;weapon=none;pvp=none;role=healer,+/-5_ilvl,13.52,15.030000000000001,21.36,22.5,False,False,,-12.937257079400325,-12.937257079400325,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 14 sample(s),
7712,Mantle of Doan,4,1,Cloth,3,Shoulder,shoulder,healer,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,38,38,36.0,15,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+8 Intellect, +7 Spirit","+8 Intellect, +7 Spirit",15.0,15.0,0.0,,0.0,13.18,15.0,15.0,peer_+/-5_ilvl,10,origin=0;quality=2;slot=shoulder;armor=1;weapon=none;pvp=none;role=healer,+/-5_ilvl,10.969,12.25,14.75,15.1,False,False,,13.808801213960548,13.808801213960548,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 15 sample(s),
7755,Flintrock Shoulders,4,2,Leather,3,Shoulder,shoulder,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,88,88,0.0,0,,insufficient_samples,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+10 Attack Power, +10 Agility, +10 Stamina","+10 Attack Power, +10 Agility, +10 Stamina",21.7,21.7,0.0,,0.0,21.7,21.7,21.7,no_peer_skip,0,origin=0;quality=3;slot=shoulder;armor=2;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: not enough comparable armor samples,
7759,Archon Chestpiece,4,3,Mail,5,Chest,chest,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,245,245,233.5,14,within 10 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+24 Attack Power, +8 Spirit, +12 Stamina","+24 Attack Power, +8 Spirit, +12 Stamina",28.04,28.04,0.0,,0.0,28.04,28.04,28.04,no_peer_skip,0,origin=0;quality=3;slot=chest;armor=3;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 14 sample(s),
7761,Steelclaw Reaver,2,0,Axe,13,One-hand Weapon,weapon_one_hand,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,0,0,0.0,0,,not_checked,0.0,32.0,61.0,32.0,61.0,0.0,0,,0.0,25.833333333333332,25.833333333333332,"+3 Agility, +8 Stamina","+4 Agility, +9 Stamina",8.36,10.030000000000001,0.0,,0.0,10.01,10.01,10.01,peer_+/-5_ilvl,21,origin=0;quality=3;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,+/-5_ilvl,7.0,9.01,10.02,12.0,True,False,,-16.48351648351649,0.1998001998002133,updated,,weapon damage unchanged: not enough comparable physical weapon samples,
9375,Expert Goldminer's Helmet,4,2,Leather,1,Head,head,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,95,95,0.0,0,,insufficient_samples,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+6 Stamina, +5 Agility, +17 Expertise Rating","+6 Stamina, +5 Agility, +17 Expertise Rating",26.02,26.02,0.0,,0.0,26.02,26.02,26.02,no_peer_skip,0,origin=0;quality=3;slot=head;armor=2;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: not enough comparable armor samples,
9378,Shovelphlange's Mining Axe,2,0,Axe,13,One-hand Weapon,weapon_one_hand,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,0,0,0.0,0,,not_checked,0.0,50.0,94.0,50.0,94.0,0.0,0,,0.0,25.714285714285715,25.714285714285715,"+6 Strength, +10 Attack Power","+7 Strength, +10 Attack Power",6.0,7.0,5.0,+10 Attack Power,0.0,10.01,7.199999999999999,10.01,peer_+/-5_ilvl,21,origin=0;quality=3;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,+/-5_ilvl,8.36,9.01,10.02,12.0,True,True,peer target requires 66.8% visible budget change,-40.05994005994006,-30.069930069930066,report-only,,special weapon stat budget excluded from normal visible stat budget; SQL blocked: peer target requires 66.8% visible budget change; visible stat target clamped to +/-20% safety cap; weapon damage unchanged: not enough comparable physical weapon samples,
9382,Tromping Miner's Boots,4,2,Leather,8,Feet,feet,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,73,73,76.0,13,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+16 Attack Power, +7 Stamina","+16 Attack Power, +7 Stamina",12.690000000000001,12.690000000000001,0.0,,0.0,13.01,12.690000000000001,12.690000000000001,peer_+/-5_ilvl,9,origin=0;quality=2;slot=feet;armor=2;weapon=none;pvp=none;role=physical,+/-5_ilvl,11.744,12.68,15.030000000000001,16.0,False,False,,-2.4596464258262762,-2.4596464258262762,unchanged,,normal stats unchanged: within +/-15% peer tolerance; armor unchanged: within +/-15% peer tolerance from 13 sample(s),
9393,Beacon of Hope,4,0,Misc,23,Held in Off-hand,held_in_off_hand,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+4 Spirit, +12 Spell Power","+4 Spirit, +12 Spell Power",14.32,14.32,0.0,,0.0,14.32,14.32,14.32,no_peer_skip,0,origin=0;quality=3;slot=held_in_off_hand;armor=0;weapon=none;pvp=none;role=healer,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples,
9718,Reforged Blade of Heroes,2,7,Sword,13,One-hand Weapon,weapon_one_hand,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,0,0,0.0,0,,not_checked,0.0,31.0,59.0,42.0,81.0,27.941,9,within 5 ilvl,36.667,20.454545454545453,27.954545454545453,"+8 Stamina, +3 Strength","+9 Stamina, +4 Strength",8.36,10.030000000000001,0.0,,0.0,10.01,10.01,10.01,peer_+/-5_ilvl,21,origin=0;quality=3;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,+/-5_ilvl,7.0,9.01,10.02,12.0,True,True,weapon requires at least 10 peer samples for SQL; found 9,-16.48351648351649,0.1998001998002133,report-only,,weapon DPS median from 9 sample(s) within 5 ilvl; SQL blocked: weapon requires at least 10 peer samples for SQL; found 9,
10331,Scarlet Gauntlets,4,3,Mail,10,Hands,hands,physical,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,139,139,133.0,19,within 10 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+16 Attack Power, +7 Agility","+12 Attack Power, +6 Agility",15.0,12.0,0.0,,0.0,11.0,12.0,11.0,peer_+/-10_ilvl,11,origin=0;quality=2;slot=hands;armor=3;weapon=none;pvp=none;role=physical,+/-10_ilvl,10.0,10.015,13.184999999999999,15.0,True,True,special-effect/itemset rows require --allow-special-effects; peer target requires 26.7% visible budget change,36.36363636363637,9.090909090909092,report-only,,itemset detected; set bonuses are not modeled; SQL blocked: special-effect/itemset rows require --allow-special-effects; SQL blocked: peer target requires 26.7% visible budget change; visible stat target clamped to +/-20% safety cap; armor unchanged: within +/-15% peer tolerance from 19 sample(s),itemset
10578,Thoughtcast Boots,4,1,Cloth,8,Feet,feet,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,38,46,46.0,9,within 10 ilvl,peer_median,21.053,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+6 Intellect, +3 Stamina, +13 Spirit","+6 Intellect, +3 Stamina, +13 Spirit",21.009999999999998,21.009999999999998,0.0,,0.0,21.009999999999998,21.009999999999998,21.009999999999998,no_peer_skip,0,origin=0;quality=3;slot=feet;armor=1;weapon=none;pvp=none;role=healer,insufficient_samples,0.0,0.0,0.0,0.0,False,True,"not enough comparable peer samples; armor updates require allow_armor_updates=true; armor change requires 21.1% move, above +/-15% armor cap",0.0,0.0,report-only,,"normal stats unchanged: not enough comparable peer samples; armor median from 9 sample(s) within 10 ilvl; SQL blocked: armor updates require allow_armor_updates=true; SQL blocked: armor change requires 21.1% move, above +/-15% armor cap",
10710,Dragonclaw Ring,4,0,Misc,11,Finger,finger,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,0,38,classic_leveling,030-039,0,0,0.0,0,,not_armor,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+4 Spirit, +10 Stamina","+5 Spirit, +11 Stamina",10.7,12.370000000000001,0.0,,0.0,15.11,12.839999999999998,15.11,peer_+/-5_ilvl,10,origin=0;quality=3;slot=finger;armor=0;weapon=none;pvp=none;role=healer,+/-5_ilvl,10.030000000000001,11.8475,16.8,21.09,True,True,peer target requires 41.2% visible budget change,-29.185969556585047,-18.13368630046326,report-only,,SQL blocked: peer target requires 41.2% visible budget change; visible stat target clamped to +/-20% safety cap; final visible stat budget adjusted to stay within +/-20% safety cap,
13081,Skullance Shield,4,6,Shield,14,Shield,shield,tank,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,814,814,785.5,12,within 10 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+8 Strength, +5 Stamina, +4 Agility","+6 Strength, +5 Stamina, +3 Agility",15.35,12.35,0.0,,0.0,11.850000000000001,12.280000000000001,11.850000000000001,peer_+/-10_ilvl,12,origin=0;quality=3;slot=shield;armor=shield;weapon=shield;pvp=none;role=tank,+/-10_ilvl,7.037,9.110000000000001,16.775,18.215000000000003,True,True,peer target requires 22.8% visible budget change,29.535864978902936,4.219409282700407,report-only,,SQL blocked: peer target requires 22.8% visible budget change; visible stat target clamped to +/-20% safety cap; rounding remained outside configured tolerance; final visible stat budget adjusted to stay within +/-20% safety cap; armor unchanged: within +/-15% peer tolerance from 12 sample(s),
13103,Pads of the Venom Spider,4,1,Cloth,3,Shoulder,shoulder,healer,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,41,41,0.0,0,,insufficient_samples,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+12 Stamina, +6 Spirit","+12 Stamina, +6 Spirit",14.040000000000001,14.040000000000001,0.0,,0.0,14.040000000000001,14.040000000000001,14.040000000000001,no_peer_skip,0,origin=0;quality=3;slot=shoulder;armor=1;weapon=none;pvp=none;role=healer,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: not enough comparable armor samples,
13121,Wing of the Whelpling,4,1,Cloth,16,Cloak,cloak,physical,3,Rare,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,28,28,29.0,13,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+10 Stamina, +4 Agility","+10 Stamina, +4 Agility",10.7,10.7,0.0,,0.0,10.7,10.7,10.7,no_peer_skip,0,origin=0;quality=3;slot=cloak;armor=1;weapon=none;pvp=none;role=physical,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 13 sample(s),
14410,Stonecloth Circlet,4,1,Cloth,1,Head,head,caster,2,Uncommon,0,vanilla,origin_manifest,True,True,True,none,33,38,classic_leveling,030-039,41,41,42.0,23,within 5 ilvl,within_tolerance,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,"+10 Intellect, +3 Strength","+10 Intellect, +3 Strength",13.0,13.0,0.0,,0.0,13.0,13.0,13.0,no_peer_skip,0,origin=0;quality=2;slot=head;armor=1;weapon=none;pvp=none;role=caster,insufficient_samples,0.0,0.0,0.0,0.0,False,True,not enough comparable peer samples,0.0,0.0,unchanged,,normal stats unchanged: not enough comparable peer samples; armor unchanged: within +/-15% peer tolerance from 23 sample(s),
